0.081,10,0.9
0.15,20,0.9
0.183,30,0.9
0.212,40,0.9
0.17,50,0.9
0.178,60,0.9
0.166,70,0.9
0.192,80,0.9
0.307,90,0.9
0.191,100,0.9
0.231,110,0.9
0.198,120,0.9
0.233,130,0.9
0.226,140,0.9
0.287,150,0.9
0.224,160,0.9
0.246,170,0.9
0.255,180,0.9
0.254,190,0.9
0.289,200,0.9
0.309,210,0.9
0.26,220,0.9
0.258,230,0.9
0.308,240,0.9
0.357,250,0.9
0.282,260,0.9
0.348,270,0.9
0.325,280,0.9
0.259,290,0.9
0.241,300,0.9
0.297,310,0.9
0.299,320,0.9
0.393,330,0.9
0.281,340,0.9
0.234,350,0.9
0.371,360,0.9
0.276,370,0.9
0.337,380,0.9
0.293,390,0.9
0.383,400,0.9
0.368,410,0.9
0.306,420,0.9
0.276,430,0.9
0.396,440,0.9
0.469,450,0.9
0.275,460,0.9
0.414,470,0.9
0.393,480,0.9
0.477,490,0.9
0.321,500,0.9
0.392,510,0.9
0.356,520,0.9
0.412,530,0.9
0.349,540,0.9
0.347,550,0.9
0.308,560,0.9
0.368,570,0.9
0.448,580,0.9
0.38,590,0.9
0.413,600,0.9
0.373,610,0.9
0.406,620,0.9
0.303,630,0.9
0.325,640,0.9
0.374,650,0.9
0.378,660,0.9
0.461,670,0.9
0.678,680,0.9
0.338,690,0.9
0.639,700,0.9
0.455,710,0.9
0.412,720,0.9
0.51,730,0.9
0.328,740,0.9
0.414,750,0.9
0.35,760,0.9
0.424,770,0.9
0.404,780,0.9
0.438,790,0.9
0.442,800,0.9
0.345,810,0.9
0.394,820,0.9
0.395,830,0.9
0.443,840,0.9
0.447,850,0.9
0.384,860,0.9
0.516,870,0.9
0.359,880,0.9
0.468,890,0.9
0.469,900,0.9
0.425,910,0.9
0.387,920,0.9
0.355,930,0.9
0.584,940,0.9
0.446,950,0.9
0.375,960,0.9
0.406,970,0.9
0.421,980,0.9
0.399,990,0.9
0.538,1000,0.9
